,Date,Open,High,Low,Close,Adj Close,Volume
40,1993-01-18,1538.300049,1538.300049,1538.300049,1538.300049,1538.300049,0.0
41,1993-01-19,1527.599976,1527.599976,1527.599976,1527.599976,1527.599976,0.0
42,1993-01-20,1530.900024,1530.900024,1530.900024,1530.900024,1530.900024,0.0
43,1993-01-21,1528.400024,1528.400024,1528.400024,1528.400024,1528.400024,0.0
44,1993-01-22,1533.0,1533.0,1533.0,1533.0,1533.0,0.0
45,1993-01-25,1532.800049,1532.800049,1532.800049,1532.800049,1532.800049,0.0
46,1993-01-26,1539.099976,1539.099976,1539.099976,1539.099976,1539.099976,0.0
47,1993-01-27,1544.400024,1544.400024,1544.400024,1544.400024,1544.400024,0.0
48,1993-01-28,1536.099976,1536.099976,1536.099976,1536.099976,1536.099976,0.0
49,1993-01-29,1536.5,1536.5,1536.5,1536.5,1536.5,0.0
50,1993-02-01,1538.300049,1538.300049,1538.300049,1538.300049,1538.300049,0.0
51,1993-02-02,1538.300049,1538.300049,1538.300049,1538.300049,1538.300049,0.0
52,1993-02-03,1538.5,1538.5,1538.5,1538.5,1538.5,0.0
53,1993-02-04,1540.0,1540.0,1540.0,1540.0,1540.0,0.0
54,1993-02-05,1552.5,1552.5,1552.5,1552.5,1552.5,0.0
55,1993-02-08,1568.5,1568.5,1568.5,1568.5,1568.5,0.0
56,1993-02-09,1595.099976,1595.099976,1595.099976,1595.099976,1595.099976,0.0
57,1993-02-10,1602.0,1602.0,1602.0,1602.0,1602.0,0.0
58,1993-02-11,1610.099976,1610.099976,1610.099976,1610.099976,1610.099976,0.0
59,1993-02-12,1614.300049,1614.300049,1614.300049,1614.300049,1614.300049,0.0
60,1993-02-15,1607.199951,1607.199951,1607.199951,1607.199951,1607.199951,0.0
61,1993-02-16,1623.900024,1623.900024,1623.900024,1623.900024,1623.900024,0.0
62,1993-02-17,1612.800049,1612.800049,1612.800049,1612.800049,1612.800049,0.0
63,1993-02-18,1618.400024,1618.400024,1618.400024,1618.400024,1618.400024,0.0
64,1993-02-19,1604.300049,1604.300049,1604.300049,1604.300049,1604.300049,0.0
65,1993-02-22,1615.699951,1615.699951,1615.699951,1615.699951,1615.699951,0.0
66,1993-02-23,1619.5,1619.5,1619.5,1619.5,1619.5,0.0
67,1993-02-24,1615.199951,1615.199951,1615.199951,1615.199951,1615.199951,0.0
68,1993-02-25,1617.0,1617.0,1617.0,1617.0,1617.0,0.0
69,1993-02-26,1620.199951,1620.199951,1620.199951,1620.199951,1620.199951,0.0
70,1993-03-01,1652.800049,1652.800049,1652.800049,1652.800049,1652.800049,0.0
71,1993-03-02,1658.0,1658.0,1658.0,1658.0,1658.0,0.0
72,1993-03-03,1637.300049,1637.300049,1637.300049,1637.300049,1637.300049,0.0
73,1993-03-04,1633.900024,1633.900024,1633.900024,1633.900024,1633.900024,0.0
74,1993-03-05,1623.599976,1623.599976,1623.599976,1623.599976,1623.599976,0.0
75,1993-03-08,1626.5,1626.5,1626.5,1626.5,1626.5,0.0
76,1993-03-09,1644.099976,1644.099976,1644.099976,1644.099976,1644.099976,0.0
77,1993-03-10,1658.599976,1658.599976,1658.599976,1658.599976,1658.599976,0.0
78,1993-03-11,1672.800049,1672.800049,1672.800049,1672.800049,1672.800049,0.0
79,1993-03-12,1671.900024,1671.900024,1671.900024,1671.900024,1671.900024,0.0
80,1993-03-15,1635.300049,1635.300049,1635.300049,1635.300049,1635.300049,0.0
81,1993-03-16,1669.199951,1669.199951,1669.199951,1669.199951,1669.199951,0.0
82,1993-03-17,1687.099976,1687.099976,1687.099976,1687.099976,1687.099976,0.0
83,1993-03-18,1681.599976,1681.599976,1681.599976,1681.599976,1681.599976,0.0
84,1993-03-19,1689.699951,1689.699951,1689.699951,1689.699951,1689.699951,0.0
85,1993-03-22,1674.900024,1674.900024,1674.900024,1674.900024,1674.900024,0.0
86,1993-03-23,1670.0,1670.0,1670.0,1670.0,1670.0,0.0
87,1993-03-24,1673.699951,1673.699951,1673.699951,1673.699951,1673.699951,0.0
88,1993-03-25,1670.699951,1670.699951,1670.699951,1670.699951,1670.699951,0.0
89,1993-03-26,1685.599976,1685.599976,1685.599976,1685.599976,1685.599976,0.0
90,1993-03-29,1686.300049,1686.300049,1686.300049,1686.300049,1686.300049,0.0
91,1993-03-30,1687.199951,1687.199951,1687.199951,1687.199951,1687.199951,0.0
92,1993-03-31,1674.5,1674.5,1674.5,1674.5,1674.5,0.0
93,1993-04-01,1676.400024,1676.400024,1676.400024,1676.400024,1676.400024,0.0
94,1993-04-02,1692.300049,1692.300049,1692.300049,1692.300049,1692.300049,0.0
95,1993-04-05,1678.699951,1678.699951,1678.699951,1678.699951,1678.699951,0.0
96,1993-04-06,1665.900024,1665.900024,1665.900024,1665.900024,1665.900024,0.0
97,1993-04-07,1662.0,1662.0,1662.0,1662.0,1662.0,0.0
98,1993-04-08,1674.300049,1674.300049,1674.300049,1674.300049,1674.300049,0.0
99,1993-04-09,,,,,,
100,1993-04-12,,,,,,
101,1993-04-13,1699.199951,1699.199951,1699.199951,1699.199951,1699.199951,0.0
102,1993-04-14,1714.699951,1714.699951,1714.699951,1714.699951,1714.699951,0.0
103,1993-04-15,1713.400024,1713.400024,1713.400024,1713.400024,1713.400024,0.0
104,1993-04-16,1713.400024,1713.400024,1713.400024,1713.400024,1713.400024,0.0
105,1993-04-19,1705.5,1705.5,1705.5,1705.5,1705.5,0.0
106,1993-04-20,1712.699951,1712.699951,1712.699951,1712.699951,1712.699951,0.0
107,1993-04-21,1702.400024,1702.400024,1702.400024,1702.400024,1702.400024,0.0
108,1993-04-22,1714.400024,1714.400024,1714.400024,1714.400024,1714.400024,0.0
109,1993-04-23,1710.900024,1710.900024,1710.900024,1710.900024,1710.900024,0.0
110,1993-04-26,1716.0,1716.0,1716.0,1716.0,1716.0,0.0
111,1993-04-27,1709.099976,1709.099976,1709.099976,1709.099976,1709.099976,0.0
112,1993-04-28,1709.199951,1709.199951,1709.199951,1709.199951,1709.199951,0.0
113,1993-04-29,1684.0,1684.0,1684.0,1684.0,1684.0,0.0
114,1993-04-30,1685.199951,1685.199951,1685.199951,1685.199951,1685.199951,0.0
115,1993-05-03,1668.699951,1668.699951,1668.699951,1668.699951,1668.699951,0.0
116,1993-05-04,1668.099976,1668.099976,1668.099976,1668.099976,1668.099976,0.0
117,1993-05-05,1678.5,1678.5,1678.5,1678.5,1678.5,0.0
118,1993-05-06,1696.0,1696.0,1696.0,1696.0,1696.0,0.0
119,1993-05-07,1688.5,1688.5,1688.5,1688.5,1688.5,0.0
120,1993-05-10,1673.900024,1673.900024,1673.900024,1673.900024,1673.900024,0.0
121,1993-05-11,1689.5,1689.5,1689.5,1689.5,1689.5,0.0
122,1993-05-12,1698.300049,1698.300049,1698.300049,1698.300049,1698.300049,0.0
123,1993-05-13,1696.199951,1696.199951,1696.199951,1696.199951,1696.199951,0.0
124,1993-05-14,1698.900024,1698.900024,1698.900024,1698.900024,1698.900024,0.0
125,1993-05-17,1686.199951,1686.199951,1686.199951,1686.199951,1686.199951,0.0
126,1993-05-18,1676.400024,1676.400024,1676.400024,1676.400024,1676.400024,0.0
127,1993-05-19,1680.199951,1680.199951,1680.199951,1680.199951,1680.199951,0.0
128,1993-05-20,1682.099976,1682.099976,1682.099976,1682.099976,1682.099976,0.0
129,1993-05-21,1695.099976,1695.099976,1695.099976,1695.099976,1695.099976,0.0
130,1993-05-24,1683.699951,1683.699951,1683.699951,1683.699951,1683.699951,0.0
131,1993-05-25,1698.199951,1698.199951,1698.199951,1698.199951,1698.199951,0.0
132,1993-05-26,1719.5,1719.5,1719.5,1719.5,1719.5,0.0
133,1993-05-27,1753.400024,1753.400024,1753.400024,1753.400024,1753.400024,0.0
134,1993-05-28,1762.5,1762.5,1762.5,1762.5,1762.5,0.0
135,1993-05-31,1737.400024,1737.400024,1737.400024,1737.400024,1737.400024,0.0
136,1993-06-01,1732.800049,1732.800049,1732.800049,1732.800049,1732.800049,0.0
137,1993-06-02,1742.599976,1742.599976,1742.599976,1742.599976,1742.599976,0.0
138,1993-06-03,1741.199951,1741.199951,1741.199951,1741.199951,1741.199951,0.0
139,1993-06-04,1739.800049,1739.800049,1739.800049,1739.800049,1739.800049,0.0
140,1993-06-07,1736.900024,1736.900024,1736.900024,1736.900024,1736.900024,0.0
141,1993-06-08,1721.900024,1721.900024,1721.900024,1721.900024,1721.900024,0.0
142,1993-06-09,1708.699951,1708.699951,1708.699951,1708.699951,1708.699951,0.0
143,1993-06-10,1713.599976,1713.599976,1713.599976,1713.599976,1713.599976,0.0
144,1993-06-11,1715.099976,1715.099976,1715.099976,1715.099976,1715.099976,0.0
145,1993-06-14,,,,,,
146,1993-06-15,1726.5,1726.5,1726.5,1726.5,1726.5,0.0
147,1993-06-16,1726.0,1726.0,1726.0,1726.0,1726.0,0.0
148,1993-06-17,1728.0,1728.0,1728.0,1728.0,1728.0,0.0
149,1993-06-18,1730.5,1730.5,1730.5,1730.5,1730.5,0.0
150,1993-06-21,1726.800049,1726.800049,1726.800049,1726.800049,1726.800049,0.0
151,1993-06-22,1715.900024,1715.900024,1715.900024,1715.900024,1715.900024,0.0
152,1993-06-23,1697.699951,1697.699951,1697.699951,1697.699951,1697.699951,0.0
153,1993-06-24,1698.400024,1698.400024,1698.400024,1698.400024,1698.400024,0.0
154,1993-06-25,1699.099976,1699.099976,1699.099976,1699.099976,1699.099976,0.0
155,1993-06-28,1714.599976,1714.599976,1714.599976,1714.599976,1714.599976,0.0
156,1993-06-29,1716.800049,1716.800049,1716.800049,1716.800049,1716.800049,0.0
157,1993-06-30,1734.599976,1734.599976,1734.599976,1734.599976,1734.599976,0.0
158,1993-07-01,1752.300049,1752.300049,1752.300049,1752.300049,1752.300049,0.0
159,1993-07-02,1764.0,1764.0,1764.0,1764.0,1764.0,0.0
160,1993-07-05,1759.599976,1759.599976,1759.599976,1759.599976,1759.599976,0.0
161,1993-07-06,1757.300049,1757.300049,1757.300049,1757.300049,1757.300049,0.0
162,1993-07-07,1765.699951,1765.699951,1765.699951,1765.699951,1765.699951,0.0
163,1993-07-08,1775.800049,1775.800049,1775.800049,1775.800049,1775.800049,0.0
164,1993-07-09,1776.900024,1776.900024,1776.900024,1776.900024,1776.900024,0.0
165,1993-07-12,1797.5,1797.5,1797.5,1797.5,1797.5,0.0
166,1993-07-13,1799.900024,1799.900024,1799.900024,1799.900024,1799.900024,0.0
167,1993-07-14,1801.300049,1801.300049,1801.300049,1801.300049,1801.300049,0.0
168,1993-07-15,1802.699951,1802.699951,1802.699951,1802.699951,1802.699951,0.0
169,1993-07-16,1796.800049,1796.800049,1796.800049,1796.800049,1796.800049,0.0
170,1993-07-19,1794.300049,1794.300049,1794.300049,1794.300049,1794.300049,0.0
171,1993-07-20,1803.800049,1803.800049,1803.800049,1803.800049,1803.800049,0.0
172,1993-07-21,1815.400024,1815.400024,1815.400024,1815.400024,1815.400024,0.0
173,1993-07-22,1799.5,1799.5,1799.5,1799.5,1799.5,0.0
174,1993-07-23,1804.400024,1804.400024,1804.400024,1804.400024,1804.400024,0.0
175,1993-07-26,1792.5,1792.5,1792.5,1792.5,1792.5,0.0
176,1993-07-27,1810.300049,1810.300049,1810.300049,1810.300049,1810.300049,0.0
177,1993-07-28,1814.300049,1814.300049,1814.300049,1814.300049,1814.300049,0.0
178,1993-07-29,1824.099976,1824.099976,1824.099976,1824.099976,1824.099976,0.0
179,1993-07-30,1837.099976,1837.099976,1837.099976,1837.099976,1837.099976,0.0
180,1993-08-02,1846.699951,1846.699951,1846.699951,1846.699951,1846.699951,0.0
181,1993-08-03,1847.099976,1847.099976,1847.099976,1847.099976,1847.099976,0.0
182,1993-08-04,1853.199951,1853.199951,1853.199951,1853.199951,1853.199951,0.0
183,1993-08-05,1857.0,1857.0,1857.0,1857.0,1857.0,0.0
184,1993-08-06,1836.0,1836.0,1836.0,1836.0,1836.0,0.0
185,1993-08-09,1837.199951,1837.199951,1837.199951,1837.199951,1837.199951,0.0
186,1993-08-10,1852.099976,1852.099976,1852.099976,1852.099976,1852.099976,0.0
187,1993-08-11,1853.800049,1853.800049,1853.800049,1853.800049,1853.800049,0.0
188,1993-08-12,1868.199951,1868.199951,1868.199951,1868.199951,1868.199951,0.0
189,1993-08-13,1852.599976,1852.599976,1852.599976,1852.599976,1852.599976,0.0
190,1993-08-16,1867.199951,1867.199951,1867.199951,1867.199951,1867.199951,0.0
191,1993-08-17,1881.099976,1881.099976,1881.099976,1881.099976,1881.099976,0.0
192,1993-08-18,1891.300049,1891.300049,1891.300049,1891.300049,1891.300049,0.0
193,1993-08-19,1924.0,1924.0,1924.0,1924.0,1924.0,0.0
194,1993-08-20,1923.900024,1923.900024,1923.900024,1923.900024,1923.900024,0.0
195,1993-08-23,1929.5,1929.5,1929.5,1929.5,1929.5,0.0
196,1993-08-24,1919.5,1919.5,1919.5,1919.5,1919.5,0.0
197,1993-08-25,1916.900024,1916.900024,1916.900024,1916.900024,1916.900024,0.0
198,1993-08-26,1937.400024,1937.400024,1937.400024,1937.400024,1937.400024,0.0
199,1993-08-27,1946.800049,1946.800049,1946.800049,1946.800049,1946.800049,0.0
200,1993-08-30,1955.0,1955.0,1955.0,1955.0,1955.0,0.0
201,1993-08-31,1961.599976,1961.599976,1961.599976,1961.599976,1961.599976,0.0
202,1993-09-01,1977.300049,1977.300049,1977.300049,1977.300049,1977.300049,0.0
203,1993-09-02,1968.5,1968.5,1968.5,1968.5,1968.5,0.0
204,1993-09-03,1953.0,1953.0,1953.0,1953.0,1953.0,0.0
205,1993-09-06,1919.5,1919.5,1919.5,1919.5,1919.5,0.0
206,1993-09-07,1923.599976,1923.599976,1923.599976,1923.599976,1923.599976,0.0
207,1993-09-08,1895.699951,1895.699951,1895.699951,1895.699951,1895.699951,0.0
208,1993-09-09,1888.300049,1888.300049,1888.300049,1888.300049,1888.300049,0.0
209,1993-09-10,1896.599976,1896.599976,1896.599976,1896.599976,1896.599976,0.0
210,1993-09-13,1893.800049,1893.800049,1893.800049,1893.800049,1893.800049,0.0
211,1993-09-14,1870.099976,1870.099976,1870.099976,1870.099976,1870.099976,0.0
212,1993-09-15,1859.099976,1859.099976,1859.099976,1859.099976,1859.099976,0.0
213,1993-09-16,1856.5,1856.5,1856.5,1856.5,1856.5,0.0
214,1993-09-17,1879.699951,1879.699951,1879.699951,1879.699951,1879.699951,0.0
215,1993-09-20,1878.400024,1878.400024,1878.400024,1878.400024,1878.400024,0.0
216,1993-09-21,1880.699951,1880.699951,1880.699951,1880.699951,1880.699951,0.0
217,1993-09-22,1874.699951,1874.699951,1874.699951,1874.699951,1874.699951,0.0
218,1993-09-23,1884.5,1884.5,1884.5,1884.5,1884.5,0.0
219,1993-09-24,1902.300049,1902.300049,1902.300049,1902.300049,1902.300049,0.0
220,1993-09-27,1897.699951,1897.699951,1897.699951,1897.699951,1897.699951,0.0
221,1993-09-28,1896.900024,1896.900024,1896.900024,1896.900024,1896.900024,0.0
222,1993-09-29,1906.800049,1906.800049,1906.800049,1906.800049,1906.800049,0.0
223,1993-09-30,1919.800049,1919.800049,1919.800049,1919.800049,1919.800049,0.0
224,1993-10-01,1928.800049,1928.800049,1928.800049,1928.800049,1928.800049,0.0
225,1993-10-04,1932.5,1932.5,1932.5,1932.5,1932.5,0.0
226,1993-10-05,1955.599976,1955.599976,1955.599976,1955.599976,1955.599976,0.0
227,1993-10-06,1975.199951,1975.199951,1975.199951,1975.199951,1975.199951,0.0
228,1993-10-07,1976.5,1976.5,1976.5,1976.5,1976.5,0.0
229,1993-10-08,1981.400024,1981.400024,1981.400024,1981.400024,1981.400024,0.0
230,1993-10-11,1994.099976,1994.099976,1994.099976,1994.099976,1994.099976,0.0
231,1993-10-12,1982.0,1982.0,1982.0,1982.0,1982.0,0.0
232,1993-10-13,1993.0,1993.0,1993.0,1993.0,1993.0,0.0
233,1993-10-14,2017.300049,2017.300049,2017.300049,2017.300049,2017.300049,0.0
234,1993-10-15,2029.900024,2029.900024,2029.900024,2029.900024,2029.900024,0.0
235,1993-10-18,2041.300049,2041.300049,2041.300049,2041.300049,2041.300049,0.0
236,1993-10-19,2030.800049,2030.800049,2030.800049,2030.800049,2030.800049,0.0
237,1993-10-20,2006.199951,2006.199951,2006.199951,2006.199951,2006.199951,0.0
238,1993-10-21,2014.099976,2014.099976,2014.099976,2014.099976,2014.099976,0.0
239,1993-10-22,2015.400024,2015.400024,2015.400024,2015.400024,2015.400024,0.0
240,1993-10-25,2001.300049,2001.300049,2001.300049,2001.300049,2001.300049,0.0
241,1993-10-26,2011.699951,2011.699951,2011.699951,2011.699951,2011.699951,0.0
242,1993-10-27,2025.599976,2025.599976,2025.599976,2025.599976,2025.599976,0.0
243,1993-10-28,2033.900024,2033.900024,2033.900024,2033.900024,2033.900024,0.0
244,1993-10-29,2070.600098,2070.600098,2070.600098,2070.600098,2070.600098,0.0
245,1993-11-01,2091.699951,2091.699951,2091.699951,2091.699951,2091.699951,0.0
246,1993-11-02,2084.100098,2084.100098,2084.100098,2084.100098,2084.100098,0.0
247,1993-11-03,2065.699951,2065.699951,2065.699951,2065.699951,2065.699951,0.0
248,1993-11-04,2058.800049,2058.800049,2058.800049,2058.800049,2058.800049,0.0
249,1993-11-05,2037.099976,2037.099976,2037.099976,2037.099976,2037.099976,0.0
250,1993-11-08,2009.699951,2009.699951,2009.699951,2009.699951,2009.699951,0.0
251,1993-11-09,2005.5,2005.5,2005.5,2005.5,2005.5,0.0
252,1993-11-10,1997.5,1997.5,1997.5,1997.5,1997.5,0.0
253,1993-11-11,2007.400024,2007.400024,2007.400024,2007.400024,2007.400024,0.0
254,1993-11-12,2029.5,2029.5,2029.5,2029.5,2029.5,0.0
255,1993-11-15,2022.199951,2022.199951,2022.199951,2022.199951,2022.199951,0.0
256,1993-11-16,2023.0,2023.0,2023.0,2023.0,2023.0,0.0
257,1993-11-17,2044.300049,2044.300049,2044.300049,2044.300049,2044.300049,0.0
258,1993-11-18,2048.600098,2048.600098,2048.600098,2048.600098,2048.600098,0.0
259,1993-11-19,2022.900024,2022.900024,2022.900024,2022.900024,2022.900024,0.0
260,1993-11-22,1988.900024,1988.900024,1988.900024,1988.900024,1988.900024,0.0
261,1993-11-23,1950.199951,1950.199951,1950.199951,1950.199951,1950.199951,0.0
262,1993-11-24,1972.599976,1972.599976,1972.599976,1972.599976,1972.599976,0.0
263,1993-11-25,1982.599976,1982.599976,1982.599976,1982.599976,1982.599976,0.0
264,1993-11-26,1986.099976,1986.099976,1986.099976,1986.099976,1986.099976,0.0
265,1993-11-29,1952.800049,1952.800049,1952.800049,1952.800049,1952.800049,0.0
266,1993-11-30,1953.699951,1953.699951,1953.699951,1953.699951,1953.699951,0.0
267,1993-12-01,1949.0,1949.0,1949.0,1949.0,1949.0,0.0
268,1993-12-02,1993.5,1993.5,1993.5,1993.5,1993.5,0.0
269,1993-12-03,1991.900024,1991.900024,1991.900024,1991.900024,1991.900024,0.0
270,1993-12-06,1998.900024,1998.900024,1998.900024,1998.900024,1998.900024,0.0
271,1993-12-07,2019.099976,2019.099976,2019.099976,2019.099976,2019.099976,0.0
272,1993-12-08,2044.599976,2044.599976,2044.599976,2044.599976,2044.599976,0.0
273,1993-12-09,2041.300049,2041.300049,2041.300049,2041.300049,2041.300049,0.0
274,1993-12-10,2030.900024,2030.900024,2030.900024,2030.900024,2030.900024,0.0
275,1993-12-13,2039.599976,2039.599976,2039.599976,2039.599976,2039.599976,0.0
276,1993-12-14,2028.900024,2028.900024,2028.900024,2028.900024,2028.900024,0.0
277,1993-12-15,2011.300049,2011.300049,2011.300049,2011.300049,2011.300049,0.0
278,1993-12-16,2016.900024,2016.900024,2016.900024,2016.900024,2016.900024,0.0
279,1993-12-17,2023.699951,2023.699951,2023.699951,2023.699951,2023.699951,0.0
280,1993-12-20,2018.699951,2018.699951,2018.699951,2018.699951,2018.699951,0.0
281,1993-12-21,2007.5,2007.5,2007.5,2007.5,2007.5,0.0
282,1993-12-22,1992.099976,1992.099976,1992.099976,1992.099976,1992.099976,0.0
283,1993-12-23,2009.199951,2009.199951,2009.199951,2009.199951,2009.199951,0.0
284,1993-12-24,2031.400024,2031.400024,2031.400024,2031.400024,2031.400024,0.0
285,1993-12-27,,,,,,
286,1993-12-28,,,,,,
287,1993-12-29,2069.800049,2069.800049,2069.800049,2069.800049,2069.800049,0.0
288,1993-12-30,2095.800049,2095.800049,2095.800049,2095.800049,2095.800049,0.0
289,1993-12-31,2113.600098,2113.600098,2113.600098,2113.600098,2113.600098,0.0
290,1994-01-03,,,,,,
291,1994-01-04,2115.399902,2115.399902,2115.399902,2115.399902,2115.399902,0.0
292,1994-01-05,2132.0,2132.0,2132.0,2132.0,2132.0,0.0
293,1994-01-06,2138.699951,2138.699951,2138.699951,2138.699951,2138.699951,0.0
294,1994-01-07,2124.0,2124.0,2124.0,2124.0,2124.0,0.0
295,1994-01-10,2135.800049,2135.800049,2135.800049,2135.800049,2135.800049,0.0
296,1994-01-11,2143.199951,2143.199951,2143.199951,2143.199951,2143.199951,0.0
297,1994-01-12,2131.100098,2131.100098,2131.100098,2131.100098,2131.100098,0.0
298,1994-01-13,2112.800049,2112.800049,2112.800049,2112.800049,2112.800049,0.0
299,1994-01-14,2141.800049,2141.800049,2141.800049,2141.800049,2141.800049,0.0
300,1994-01-17,2175.300049,2175.300049,2175.300049,2175.300049,2175.300049,0.0
301,1994-01-18,2167.5,2167.5,2167.5,2167.5,2167.5,0.0
302,1994-01-19,2183.399902,2183.399902,2183.399902,2183.399902,2183.399902,0.0
303,1994-01-20,2199.600098,2199.600098,2199.600098,2199.600098,2199.600098,0.0
304,1994-01-21,2182.699951,2182.699951,2182.699951,2182.699951,2182.699951,0.0
305,1994-01-24,2156.699951,2156.699951,2156.699951,2156.699951,2156.699951,0.0
306,1994-01-25,2154.100098,2154.100098,2154.100098,2154.100098,2154.100098,0.0
307,1994-01-26,,,,,,
308,1994-01-27,2181.399902,2181.399902,2181.399902,2181.399902,2181.399902,0.0
309,1994-01-28,2191.699951,2191.699951,2191.699951,2191.699951,2191.699951,0.0
310,1994-01-31,2244.399902,2244.399902,2244.399902,2244.399902,2244.399902,0.0
311,1994-02-01,2244.199951,2244.199951,2244.199951,2244.199951,2244.199951,0.0
312,1994-02-02,2245.199951,2245.199951,2245.199951,2245.199951,2245.199951,0.0
313,1994-02-03,2275.600098,2275.600098,2275.600098,2275.600098,2275.600098,0.0
314,1994-02-04,2266.300049,2266.300049,2266.300049,2266.300049,2266.300049,0.0
315,1994-02-07,2215.199951,2215.199951,2215.199951,2215.199951,2215.199951,0.0
316,1994-02-08,2239.0,2239.0,2239.0,2239.0,2239.0,0.0
317,1994-02-09,2203.0,2203.0,2203.0,2203.0,2203.0,0.0
318,1994-02-10,2166.100098,2166.100098,2166.100098,2166.100098,2166.100098,0.0
319,1994-02-11,2173.199951,2173.199951,2173.199951,2173.199951,2173.199951,0.0
320,1994-02-14,2170.899902,2170.899902,2170.899902,2170.899902,2170.899902,0.0
321,1994-02-15,2165.699951,2165.699951,2165.699951,2165.699951,2165.699951,0.0
322,1994-02-16,2179.100098,2179.100098,2179.100098,2179.100098,2179.100098,0.0
323,1994-02-17,2170.100098,2170.100098,2170.100098,2170.100098,2170.100098,0.0
324,1994-02-18,2152.600098,2152.600098,2152.600098,2152.600098,2152.600098,0.0
325,1994-02-21,2108.699951,2108.699951,2108.699951,2108.699951,2108.699951,0.0
326,1994-02-22,2134.100098,2134.100098,2134.100098,2134.100098,2134.100098,0.0
327,1994-02-23,2150.300049,2150.300049,2150.300049,2150.300049,2150.300049,0.0
328,1994-02-24,2127.699951,2127.699951,2127.699951,2127.699951,2127.699951,0.0
329,1994-02-25,2079.0,2079.0,2079.0,2079.0,2079.0,0.0
330,1994-02-28,2112.0,2112.0,2112.0,2112.0,2112.0,0.0
331,1994-03-01,2112.0,2112.0,2112.0,2112.0,2112.0,0.0
332,1994-03-02,2084.199951,2084.199951,2084.199951,2084.199951,2084.199951,0.0
333,1994-03-03,2082.399902,2082.399902,2082.399902,2082.399902,2082.399902,0.0
334,1994-03-04,2048.100098,2048.100098,2048.100098,2048.100098,2048.100098,0.0
335,1994-03-07,2077.0,2077.0,2077.0,2077.0,2077.0,0.0
336,1994-03-08,2103.600098,2103.600098,2103.600098,2103.600098,2103.600098,0.0
337,1994-03-09,2081.300049,2081.300049,2081.300049,2081.300049,2081.300049,0.0
